Name,Team,playerid,mlbid
Eric Filia,Mariners (AA),sa827359,596107
Eric Gonzalez,- - -,sa831146,658483
Eric Gutierrez,- - -,sa873999,667491
Eric Haase,Indians (AAA),sa601042,606992
Eric Hanhold,- - -,sa658986,621098
Eric Jagielo,Marlins (AA),sa550383,592429
Eric Jenkins,- - -,sa874775,663346
Eric Marinez,Athletics (A+),sa736686,642714
Eric Meza,- - -,sa824868,654118
Eric Peterson,- - -,sa3004405,677368
Eric Rodriguez,Indians (R),sa185525,681995
Eric Senior,Nationals (R),sa875381,647331
Eric Stamets,Indians (AAA),sa621787,608715
Eric Wagaman,Yankees (A-),sa3002875,676572
Eric Wood,- - -,sa602394,607780
Eric Yardley,- - -,sa744476,642233
Erich Weiss,- - -,sa737930,608382
Erick Castillo,Cubs (AA),sa658211,602080
Erick Flores,Red Sox (R),sa3006225,681664
Erick Mejia,Royals (AA),sa694960,625510
Erick Rivera,Twins (R),sa3008187,681382
Erick Salcedo,Orioles (AA),sa548029,593137
Erickvi Celedonio,Blue Jays (R),sa3005572,678838
Erik Ostberg,Rays (A-),sa3004505,675964
Erik Pena,- - -,sa3003190,671055
Erlin Cerda,- - -,sa737222,642272
Ernesto Adames,Tigers (R),sa3003309,672729
Ernesto Liberatore,Reds (R),sa828334,650428
Ernesto Martinez,Brewers (R),sa3003173,667803
Ernie Clement,- - -,sa915732,676391
Ernie De La Trinidad,- - -,sa3003955,670797
Errol Robinson,Dodgers (AA),sa857819,642021
Erven Roper,Angels (R),sa3005065,677536
Ervis Marchan,Cubs (R),sa3005127,674382
Esmerling De La Rosa,Marlins (AA),sa550547,593333
Esney Chacon,Tigers (R),sa3003267,672623
Estalin Ortiz,Pirates (R),sa3006395,679215
Estamy Urena,Twins (R),sa3002628,672867
Estarlin Arias,Cardinals (AA),sa739879,620145
Esteban Quiroz,- - -,sa596560,606019
Esteury Ruiz,Padres (A),sa917030,665923
Estevan Florial,- - -,sa874464,664314
Eudy Ramos,Diamondbacks (A),sa740555,642281
Eugene Helder,Mariners (A),sa826786,650853
Eulises Sanchez,- - -,sa917113,666795
Evan Alexander,- - -,sa918444,670116
Evan Grills,Rockies (AA),sa548475,592361
Evan Kruczynski,Cardinals (AA),sa3004341,676358
Evan Marzilli,- - -,sa621523,608685
Evan Mendoza,- - -,sa3002836,656734
Evan Miller,Padres (A),sa915725,670377
Evan Mitchell,- - -,sa708969,641887
Evan Skoug,White Sox (A),sa829713,656967
Evan White,- - -,sa915774,657108
Everlouis Lozada,Red Sox (A),sa917077,665823
Everson Pereira,Yankees (R),sa3007034,677592
Eynar Machin,Dodgers (R),sa3005540,678659
Ezequiel Duran,Yankees (R),sa3005271,677649
Ezequiel Pagan,- - -,sa3007975,681868
Ezequiel Pena,Mets (R),sa944624,670948
Ezequiel Tovar,Rockies (R),sa3008239,678662
Fabian Andrade,Red Sox (R),sa917083,665821
Fabian Blanco,Cardinals (A),sa873152,660799
Fabian Pena,Giants (R),sa3007303,680760
Fabian Pertuz,Cubs (R),sa3005500,678285
Fabricio Macias,- - -,sa927338,671246
Fadriel Cruz,Rockies (R),sa3005476,677571
Farlyn Manon,Brewers (R),sa3005900,678350
Faustino Antigua,Angels (R),sa3003101,673375
Federico Polanco,Mets (R),sa3005571,678836
Felix Familia,Royals (R),sa3003213,672445
Felix Fernandez,- - -,sa872795,660524
Felix Osorio,Dodgers (R),sa832300,658671
Felix Paulino,Phillies (AA),sa828972,656077
Felix Perez,- - -,sa547904,591977
Felix Reyes,Twins (R),sa3002623,672639
Felix Valerio,- - -,sa3005613,680589
Felix Vinicio,Pirates (A-),sa828167,650835
Fermin Villasmil,Rays (R),sa3005297,674467
Fernando Kelli,Cubs (A-),sa917351,667350
Fernando Tatis Jr.,Padres (AA),sa919910,665487
Fernando Valdez,Rangers (R),sa917280,665976
Fernando Villegas,Pirates (R),sa3007642,679589
Fidel Almario,- - -,sa3005949,681736
Fidel Castro,- - -,sa3003175,669858
Fidel Mejia,Cubs (R),sa872516,660693
Flemin Bautista,Cubs (R),sa3005940,680597
Fleury Nova,Pirates (R),sa3005620,681591
Ford Proctor,Rays (A-),sa876187,665154
Forrest Wall,- - -,sa828682,657088
Forrestt Allday,- - -,sa737849,641303
Frainyer Chavez,Rangers (R),sa3007019,669413
Francis Azcona,Reds (R),sa736874,642689
Francis Casado,Brewers (R),sa3006522,678421
Francis Florentino,Brewers (R),sa3003356,672842
Francis Franco,Mariners (R),sa3006210,679662
Francis Grullon,Royals (R),sa3005927,678864
Francis Martinez,Diamondbacks (A-),sa828284,645445
Francisco Acuna,Pirates (R),sa3003291,672696
Francisco Del Valle,Angels (R),sa918323,669303
Francisco Diaz,- - -,sa505229,514916
Francisco Gonzalez,Brewers (R),sa3006547,681608
Francisco Gracia,Cubs (R),sa3003060,673175
Francisco Hernandez,Cardinals (R),sa3004942,677731
Francisco Lugo,- - -,sa505990,546366
Francisco Martinez,Twins (R),sa3002630,672886
Francisco Medina,Giants (R),sa872805,660833
Francisco Mepris,Pirates (R),sa917363,665790
Francisco Ortiz,Rockies (R),sa3003419,674383
Francisco Palma,Rockies (R),sa3006193,678686
Francisco Ruiz,Blue Jays (R),sa3007314,681562
Francisco Ventura,Rangers (A-),sa917360,665793
Frandy De La Rosa,Giants (A+),sa736663,620447
Frank Crinella,Orioles (A),sa873985,665133
Frank Duncan,- - -,sa738963,641538
Frank Gonzalez,Orioles (R),sa917147,666608
Frank Herrera,Royals (R),sa3005897,677574
Frank Sanchez,Dodgers (R),sa873544,660298
Frank Schwindel,Royals (AAA),sa738182,643524
Frank Tolentino,Orioles (R),sa3004781,677129
Frank Veliz,Tigers (R),sa3003257,672602
Frankie Rios,Red Sox (A),sa3003953,667696
Frankie Tostado,Giants (R),sa3007030,676762
Franklin Garcia,Rockies (R),sa873167,660793
Franklin Labour,Giants (R),sa916848,665780
Franklin Navarro,Angels (A+),sa655913,621597
Franklin Pinto,Astros (R),sa3007913,678755
Franklin Rollin,- - -,sa827951,650971
Franklin Soto,Cardinals (R),sa3003328,672763
Franklin Tineo,Cubs (R),sa828342,656090
Franklin Torres,- - -,sa830300,650660
Franklin Van Gurp,Giants (AA),sa3004709,676875
Franklyn Kilome,- - -,sa830592,642584
Franly Mallen,Brewers (A),sa827978,650691
Fraudys Jimenez,Reds (R),sa3005498,678275
Fred Schlichtholz,Padres (AAA),sa3004455,668880
Freddvil Chevez,Rays (R),sa3003413,673882
Freddy Barreto,- - -,sa3002713,674288
Freddy De Jesus,Cardinals (R),sa3003205,672420
Freddy Fermin,- - -,sa918173,666023
Freddy Francisco,Phillies (R),sa3005794,680847
Freddy Puerta,Rangers (R),sa3006524,678728
Freddy Rodriguez,- - -,sa830209,650996
Frederick Cuevas,- - -,sa872550,660663
Freiberg Marin,Red Sox (R),sa872855,660814
Freuddy Batista,Mariners (R),sa3002866,673945
Freudis Nova,Astros (R),sa3003195,671265
Gabe Snyder,Twins (R),sa3006880,676376
Gabe Speier,Diamondbacks (AA),sa738213,642100
Gabriel Arias,Padres (A),sa3004047,525734
Gabriel Bracamonte,Astros (A),sa828587,656072
Gabriel Brito,Pirates (R),sa873561,660860
Gabriel Cancel,Royals (A+),sa875231,663708
Gabriel Garcia,Brewers (A),sa875999,515808
Gabriel Gil,Rockies (R),sa3005935,679198
Gabriel Guerrero,- - -,sa596948,602115
Gabriel Gutierrez,- - -,sa286640,468368
Gabriel Lino,Phillies (A+),sa548048,593449
Gabriel Maciel,- - -,sa919532,670622
Gabriel Mejia,- - -,sa828213,650495
Gabriel Mora,- - -,sa3003207,672425
Gabriel Moreno,- - -,sa3003226,672515
Gabriel Noriega,- - -,sa455932,527045
Gabriel Ortiz,White Sox (R),sa3007061,681545
Gabriel Perez,Red Sox (R),sa3006429,678719
Gabriel Quintana,- - -,sa548052,593775
Gabriel Quintero,Red Sox (R),sa3006427,678492
Gage Canning,- - -,sa3006711,663561
Gage Hughes,Royals (R),sa3007311,681518
Galli Cribbs,Diamondbacks (AA),sa708444,658061
Gamaliel Gonzalez,Red Sox (R),sa3005590,679065
Garabez Rosa,Orioles (AAA),sa455978,516664
Gareth Morgan,- - -,sa828708,601712
Garrett Benge,- - -,sa875340,664677
Garrett Boulware,- - -,sa602662,607472
Garrett Brown,Pirates (A+),sa602676,607479
Garrett Cleavinger,Phillies (AA),sa827423,664076
Garrett Giovannelli,Rays (A-),sa3006794,682429
Garrett Hope,Dodgers (A),sa879514,665579
Garrett Kennedy,- - -,sa875722,613588
Garrett McCain,Tigers (A),sa915823,656697
Garrett Stubbs,Astros (AAA),sa827172,596117
Garrett Williams,Giants (AA),sa738512,624526
Garrison Schwartz,- - -,sa3003956,673859
Garvis Lara,Marlins (A),sa828305,650667
Gary Camarillo,Royals (R),sa3005743,678494
Gaspar Palacio,Indians (R),sa187955,672885
Gavin Collins,- - -,sa857219,641468
Gavin Garay,Mets (R),sa3004135,663507
Gavin LaValley,Reds (AA),sa828878,656642
Gavin Lux,- - -,sa917933,666158
Gavin Sheets,White Sox (A+),sa829797,657757
Geison Nunez,Angels (R),sa3005605,679757
Gene Cone,Mets (A+),sa874078,669950
Geoandry Montilla,Mariners (A-),sa826787,650855
Geoff Hartlieb,Pirates (AA),sa876291,664129
George Bell,Athletics (R),sa3003182,681864
George Bell,Giants (R),sa3007067,681864
George Valera,Indians (R),sa3006872,671655
Geraldi Diaz,Nationals (R),sa3002635,673145
Geraldo Perdomo,- - -,sa3003290,672695
Gerard Ramos,Rockies (R),sa3005536,678647
Gerardo Gonzalez,Tigers (R),sa918781,670212
Gerardo Nunez,Marlins (A-),sa917491,666671
Gerardo Reyes,Padres (AA),sa829912,622103
Germin Lopez,- - -,sa3006530,680626
Gerry Castillo,Astros (R),sa920033,669790
Gersel Pitre,- - -,sa828176,649957
Geyber Jimenez,Blue Jays (R),sa3005906,678461
Geykler Davila,Athletics (R),sa3006184,678423
Ghordy Santos,Giants (R),sa3003331,672775
Gianpaul Gonzalez,- - -,sa829276,657595
Gilbert Lara,Brewers (A),sa877337,658677
Gilberto Celestino,- - -,sa914313,665482
Gilberto Jimenez,Red Sox (R),sa3005507,678362
Gilberto Vizcarra,Padres (R),sa3002865,672953
Gio Brusa,Giants (A+),sa659068,621323
Gio Dingcong,Athletics (R),sa3007082,682122
Gionti Turner,Indians (R),sa3007326,682090
Gioser Tejeda,Rays (R),sa917466,665930
Giovanny Alfonzo,Mets (A),sa875291,595871
Giuseppe Peguero,Phillies (R),sa3005801,681748
Givaine Basilia,Athletics (R),sa3005491,677642
Gleyvin Pineda,Angels (A),sa872540,660513
Gorge Heredia,Dodgers (R),sa3006198,678734
Gosuke Katoh,Yankees (AA),sa737619,641741
Granden Goetzman,Cardinals (AA),sa597785,605248
Grant Fennell,- - -,sa3007100,682538
Grant Koch,Pirates (A-),sa3008180,667428
Grant Lavigne,Rockies (R),sa3007743,680693
Grant Little,Padres (A-),sa3008031,668696
Grant Williams,Red Sox (A-),sa3006724,681260
Grant Witherspoon,Rays (R),sa3007047,680710
Greg Cullen,Braves (R),sa3007069,681888
Greg Deichmann,- - -,sa3004977,656364
Greg Jones,Rockies (A-),sa3006738,682438
Greg Lambert,- - -,sa3004289,676797
Greg Pickett,- - -,sa875193,663763
Gregori Custodio,Red Sox (R),sa3008468,678905
Gregori Rivero,Phillies (A),sa735842,640477
Greifer Andrade,Mariners (A),sa826675,650849
Grenny Cumana,Phillies (A+),sa735846,640488
Gresuan Silverio,Tigers (A-),sa917004,665853
Greyson Jenista,- - -,sa3007044,680571
Griffin Barnes,- - -,sa3006718,673877
Griffin Benson,- - -,sa918512,670392
Griffin Conine,- - -,sa876060,665052
Griffin Garabito,- - -,sa839988,659161
Guarner Dipre,Phillies (R),sa3005793,680843
Guillermo Fernandez,- - -,sa3006205,678976
Guillermo Granadillo,Mets (R),sa917297,666788
Guillermo Quintana,- - -,sa3005916,678733
Guillermo Tatis,Nationals (R),sa3006183,678393
Guiyuan Xu,Orioles (A-),sa920269,665691
Gunn Omosako,Mariners (R),sa3008281,680848
Gunnar Heidt,- - -,sa827195,656525
Gunnar Schubert,- - -,sa3007080,682102
Gunnar Troutwine,White Sox (R),sa3006785,676149
Gustavo Campero,Yankees (R),sa3003242,672569
Gustavo Figueroa,- - -,sa917002,665924
Gustavo Polanco,Cubs (A-),sa871442,660815
Gustavo Ruiz,Blue Jays (R),sa3005514,678411
Hagen Danner,Blue Jays (R),sa3004501,668470
Hagen Owenby,- - -,sa3003180,670162
Hamlet Marte,- - -,sa597218,606189
Hanley Acevedo,Blue Jays (R),sa3005633,681755
Hans Wilson,- - -,sa507241,542328
Hansel Jimenez,Orioles (R),sa872447,664278
Hansel Moreno,Mets (A),sa833676,658738
Hansen Lopez,Athletics (R),sa3005513,678405
Hanser Valerio,Rockies (R),sa3005631,681729
Harol Gonzalez,Mets (AA),sa828505,656083
Harold Arauz,- - -,sa657710,622693
Harold Castro,- - -,sa596288,605612
Harold Diaz,White Sox (R),sa3008432,682894
Harold Ramirez,Blue Jays (AA),sa660586,623912
Harold Restituyo,Dodgers (R),sa3008491,683060
Harrison Dinicola,- - -,sa3006928,682085
Harrison Wenson,- - -,sa738936,643599
Harrison White,Marlins (A-),sa3004519,676936
Harvin Mendoza,White Sox (R),sa916997,665827
Hasuan Viera,- - -,sa3005596,679599
Hayden Senger,- - -,sa3007009,663584
Heath Holder,Rockies (AA),sa602623,595988
Heath Quinn,Giants (A+),sa737904,641991
Hector Guerrero,- - -,sa3003254,672590
Hector Leon,Orioles (R),sa3005553,678749
Hector Martinez,Dodgers (R),sa3002845,672395
Hector Martinez,- - -,sa827974,672395
Hector Martinez,Astros (R),sa875333,672395
Hector Mendoza,- - -,sa863882,661268
Hector Pineda,Royals (R),sa3003217,672459
Hector Santiago,Giants (R),sa875586,663442
Hector Sierra,Braves (R),sa3006194,678688
Hector Vargas,- - -,sa736941,642693
Hector Vizcaino,Orioles (R),sa3005505,678356
Heiker Meneses,- - -,sa506229,542344
Heliot Ramos,Giants (A),sa3004693,671218
Hemmanuel Rosario,Yankees (R),sa3005130,676560
Henderson De Oleo,Indians (R),sa872784,660704
Henderson Perez,Cubs (R),sa917304,666630
Hendrik Clementina,Reds (A),sa828422,649955
Henri Lartigue,Phillies (A+),sa918028,669737
Henrry Pedra,Cubs (R),sa827246,655315
Henry Martinez,Indians (AA),sa828216,650493
Henry Pujols,Indians (A-),sa917341,665921
Henry Quintero,- - -,sa3004940,677668
Henry Ramos,Dodgers (AAA),sa548440,592656
Herard Gonzalez,Royals (R),sa3005750,678648
Heriberto Hernandez,Rangers (R),sa3005630,681715
Herlis Rodriguez,- - -,sa597740,607439
Herson Perez,Cubs (R),sa917640,666631
Hidekel Gonzalez,- - -,sa828332,650507
Hosea Nelson,Indians (A-),sa918155,670053
Hoy Jun Park,Yankees (A+),sa877610,660829
Hudson Potts,- - -,sa917936,668888
Humberto Arteaga,Royals (AAA),sa598821,600858
Hunter Cole,- - -,sa603087,607500
Hunter Feduccia,- - -,sa3007872,676439
Hunter Hargrove,Athletics (A),sa3004039,667495
Hunter Jarmon,- - -,sa3004524,677221
Hunter Jones,- - -,sa548556,594872
Hunter Lee,- - -,sa3007325,682082
Hunter Oliver,Reds (R),sa3007287,668850
Hunter Owen,Pirates (A+),sa918597,670462
Hunter Steinmetz,- - -,sa3007043,680106
Hunter Stovall,Rockies (R),sa3008181,667663
Hunter Strong,- - -,sa3006925,682041
Hutton Moyer,Angels (AA),sa875235,656773
Ian Dawkins,- - -,sa3006685,682075
Ian Evans,Orioles (R),sa3006874,673861
Ian McKinney,Cardinals (AA),sa738318,641855
Ian Miller,Mariners (AAA),sa738894,641878
Ian Rice,Cubs (AA),sa658968,623305
Ian Sagdal,Nationals (A+),sa875695,664921
Ian Strom,Mets (A+),sa918511,670433
Ibandel Isabel,- - -,sa737017,642462
Ignacio Otano,Cubs (R),sa872858,664289
Ignacio Valdez,Tigers (A),sa657563,622805
Igor Baez,Marlins (A-),sa3005357,641326
Ildemaro Escalona,Tigers (R),sa917005,666001
Imanol Vargas,Dodgers (R),sa3004972,677673
Imeldo Diaz,Cardinals (A-),sa872851,660838
Iraj Serrano,Athletics (R),sa916710,666694
Irving Lopez,- - -,sa3002878,676761
Irving Ortega,- - -,sa872446,660561
Isaac Paredes,- - -,sa920275,670623
Isael Soto,Marlins (A),sa830217,650675
Isaiah Henry,- - -,sa3004970,676102
Isaiah Pasteur,Yankees (R),sa3008138,656824
Isaias Leon,Rangers (R),sa3003220,672464
Isaias Lucena,- - -,sa736921,642768
Isaias Quiroz,Rangers (A-),sa829275,657728
Isaias Sangrona,Rays (R),sa3008410,682895
Isaias Silverio,Reds (R),sa3003229,672525
Isan Diaz,- - -,sa828704,656371
Isiah Gilliam,Yankees (A+),sa829343,656462
Ismael Alcantara,Dodgers (R),sa3002862,672808
Ismael Alcantara,Giants (R),sa3003345,672808
Ismael Guillon,Nationals (AA),sa550236,570145
Ismael Jaime,Diamondbacks (R),sa3003287,672691
Ismael Munguia,- - -,sa917132,665998
Ismaldo Rodriguez,Royals (R),sa872731,660446
Ismerling Mota,Mariners (R),sa872491,660645
Israel Pineda,Nationals (A-),sa3004385,672832
Isranel Wilson,- - -,sa877504,661250
Isrrael De La Cruz,Tigers (A-),sa828863,650544
Issmael Salas,- - -,sa201344,447638
Ivan Araujo,- - -,sa509253,485034
Ivan Castillo,Blue Jays (A+),sa657222,622668
Ivan Herrera,Cardinals (R),sa3003191,671056
Ivan Houellemont,Red Sox (R),sa924722,671045
Ivan Murzi,Nationals (R),sa3006426,678479
Ivan Rosario,Pirates (R),sa3003372,672893
Iverson Leonardo,Tigers (R),sa3005766,678808
J.B. Woodman,Cardinals (A+),sa738989,642223
J.C. Cardenas,Blue Jays (A+),sa875166,664043
J.C. Escarra,- - -,sa738605,641555
J.C. Millan,- - -,sa922148,670965
J.C. Rodriguez,Athletics (A-),sa736688,606322
J.D. Osborne,- - -,sa3005053,667580
J.D. Williams,Reds (A),sa875735,663599
J.J. Franco,- - -,sa550147,595210
J.J. Matijevic,- - -,sa829488,656695
J.P. Feyereisen,Yankees (AAA),sa829227,656420
J.P. Sportman,- - -,sa829450,656996
J.R. Davis,Cardinals (A),sa918387,664751
J.T. Brubaker,- - -,sa875176,664141
Jack Conley,Phillies (R),sa3006857,663660
Jack Herman,Pirates (R),sa3007877,681075
Jack Kruger,- - -,sa918429,667674
Jack Larsen,- - -,sa3004840,677223
Jack Lopez,Royals (AAA),sa598270,605346
Jack Mayfield,Astros (AAA),sa739543,608686
Jack Meggs,Athletics (A),sa873253,669107
Jack Sundberg,- - -,sa913277,670468
Jack Suwinski,Padres (A),sa918314,669261
Jack Wynkoop,Rockies (AA),sa875060,622063
Jack Zoellner,Phillies (R),sa3005329,676630
Jackson Lueck,- - -,sa3007011,663622
Jackson Thoreson,- - -,sa3007880,682057
Jacob Amaya,- - -,sa3005081,676070
Jacob Barnwell,Rockies (R),sa3006779,663468
Jacob Bosiokovic,Rockies (A+),sa918394,670109
Jacob Brown,Orioles (R),sa3004392,676750
Jacob Condra-Bogan,Royals (A),sa3005422,663394
Jacob Evans,Cardinals (AA),sa857606,664137
Jacob Gonzalez,Giants (A),sa3004691,669363
Jacob Heyward,Giants (A+),sa738955,641689
Jacob Meyers,- - -,sa3004621,676694
Jacob Patterson,Cardinals (A+),sa3002777,656828
Jacob Pearson,Twins (A),sa3004722,669245
Jacob Rhinesmith,Nationals (A-),sa3006729,681927
Jacob Robson,- - -,sa658804,615699
Jacob Scavuzzo,- - -,sa658601,621468
Jacob Waguespack,- - -,sa659056,621097
Jacob Webb,- - -,sa829328,657097
Jacob Wilson,- - -,sa658158,607111
Jacob Zanon,- - -,sa918370,669113
Jacson McGowan,Rays (A-),sa3006677,681531
Jagger Rusconi,- - -,sa875030,663375
Jahmai Jones,- - -,sa874807,663330
Jaime Perez,Dodgers (R),sa3002872,676015
Jair Camargo,- - -,sa917333,665856
Jake Adams,- - -,sa3003962,676605
Jake Anchia,Mariners (A-),sa3006674,680971
Jake Brentz,Pirates (AA),sa737925,641394
Jake Brodt,- - -,sa3007316,681822
Jake Cronenworth,- - -,sa857694,630105
Jake Fraley,Rays (A+),sa857756,641584
Jake Gatewood,Brewers (AA),sa828685,656449
Jake Hager,- - -,sa600840,606993
Jake Holmes,- - -,sa3004815,669170
Jake Lowery,- - -,sa597837,607021
Jake Lumley,Athletics (A),sa3004122,615696
Jake McCarthy,- - -,sa3007015,664983
Jake McCasland,Giants (AA),sa550079,595316
Jake Newberry,Royals (AA),sa659054,623470
Jake Noll,- - -,sa874225,669738
Jake Palomaki,Rays (R),sa3007003,661539
Jake Peter,Dodgers (AAA),sa829115,656846
Jake Ring,- - -,sa918728,642014
Jake Rogers,Tigers (AA),sa874230,668670
Jake Romanski,- - -,sa738897,642031
Jake Scheiner,Phillies (A),sa3004160,676595
Jake Scudder,Nationals (A),sa3004512,676712
Jake Slaughter,- - -,sa3007871,670237
Jake Steffens,Cubs (A),sa3004924,676928
Jake Stinnett,Cubs (AA),sa738473,642109
Jake Stone,- - -,sa3004305,677422
Jake Turnbull,Reds (R),sa877826,659932
Jake Winston,Diamondbacks (AAA),sa918371,669910
Jake Woodford,- - -,sa874753,663765
Jake Yacinich,- - -,sa829135,657284
Jakson Reetz,Nationals (A+),sa828796,656883
Jalen Miller,Giants (A+),sa875016,663692
Jalen Washington,Padres (A),sa3002884,676916
James Bourque,Nationals (AA),sa829330,630263
James Buckelew,- - -,sa550261,595145
James Naile,Athletics (AAA),sa875263,664942
James Nelson,Marlins (A+),sa875753,663445
James Outman,Dodgers (R),sa3007312,681546
James Pugliese,Cubs (AA),sa598816,605430
James Ramsey,- - -,sa599239,607256
James Smith,Phillies (R),sa3007752,682578
James Terrell,Athletics (A-),sa875584,664876
James Vasquez,- - -,sa875804,664881
Jameson Fisher,White Sox (AA),sa658576,622053
Jameson Hannah,Athletics (A-),sa3007046,680683
Jamie Galazin,Cubs (R),sa3007651,682001
Jamie Ritchie,- - -,sa829058,657739
Jamie Westbrook,- - -,sa737824,642197
Jamori Blash,Nationals (A-),sa3004396,676849
Jan Cabrera,Mets (R),sa3006437,680927
Jan Hernandez,Phillies (AA),sa737639,641685
Jan Mercado,Marlins (R),sa3005152,676286
Jan Vazquez,Rockies (AAA),sa501536,572225
Jancarlos Cintron,Diamondbacks (A),sa3004065,676857
Jandel Paulino,Marlins (R),sa3005779,678890
Janigson Villalobos,Twins (R),sa916988,667687
Jansiel Rivera,- - -,sa918498,670379
Jantzen Witte,- - -,sa738324,642220
Jaquez Williams,Padres (R),sa918424,668725
Jared Akins,- - -,sa3004284,676688
Jared Barnes,Marlins (R),sa3005149,669097
Jared Denning,Orioles (R),sa3006929,682113
Jared Foster,Twins (A+),sa875097,664229
Jared Gates,Orioles (R),sa3008366,682956
Jared James,Braves (A+),sa829527,657623
Jared Miller,Diamondbacks (AAA),sa827467,656744
Jared Oliva,Pirates (A+),sa915844,666931
Jared Walker,- - -,sa829364,657086
Jared Walsh,- - -,sa827173,665120
Jared Young,- - -,sa3004937,676724
Jarett Rindfleisch,Marlins (A+),sa873696,669005
Jaron Long,Nationals (AA),sa706969,646140
Jarred Kelenic,- - -,sa3007741,672284
Jarren Duran,- - -,sa3006786,680776
Jarryd Dale,- - -,sa3007022,673062
Jason Bahr,Giants (A),sa3004744,676599
Jason Delay,Pirates (A+),sa857222,641511
Jason Goldstein,- - -,sa857721,621508
Jason Jester,Padres (AA),sa738439,605302
Jason Krizan,Tigers (AAA),sa546842,607249
Jason Leblebijian,Blue Jays (AAA),sa658622,621037
Jason Lopez,- - -,sa872552,660686
Jason Martin,- - -,sa737834,641829
Jason Martinson,- - -,sa548330,592535
Jason Morozowski,- - -,sa875605,650581
Jason Pineda,Padres (R),sa3004389,676250
Jason Richman,Dodgers (AA),sa857658,664951
Jason Rodriguez,Indians (A-),sa828209,650499
Jason Vosler,- - -,sa829190,613564
Jason Zgardowski,Cardinals (AA),sa841347,659259
Jasrado Chisholm,- - -,sa919327,665862
Javier Bermudez,Astros (R),sa3005732,678254
Javier Godard,Athletics (A-),sa737065,642706
Javier Guevara,Rockies (R),sa872828,660638
Javier Hernandez,Blue Jays (A),sa736831,631225
Javier Sanchez,Royals (R),sa3004931,676020
JaVon Shelby,Athletics (A),sa738714,642069
Jawuan Harris,Padres (R),sa3007049,680715
Jax Biggers,- - -,sa3008251,680890
Jay Estes,White Sox (R),sa3006688,682439
Jay Feliciano,Brewers (A),sa881295,664742
Jay Gonzalez,- - -,sa549777,594836
Jay Jabs,Mets (A),sa873712,669667
Jay Schuyler,Reds (R),sa3006662,674033
Jayce Easley,Rangers (R),sa3007057,681068
Jaylen Ferguson,- - -,sa875317,663482
Jaylen Palmer,Mets (R),sa3008297,681941
Jaylin Davis,- - -,sa875397,664041
Jean Angomas,Giants (A),sa737090,642352
Jean Carlos Arias,- - -,sa872811,660775
Jean Carlos Encarnacion,- - -,sa921562,669792
Jean Carlos Soto,- - -,sa3003342,672805
Jean Carmona,- - -,sa3003340,672802
Jean Carrillo,Orioles (A),sa828250,650366
Jean Carvajal,- - -,sa3005574,678845
Jean Cruz,Brewers (R),sa3003338,672798
Jean Eusebio,Pirates (R),sa3003416,674373
Jean Montero,Indians (R),sa917386,665866
Jean Pena,Giants (R),sa3006192,678633
Jean Ramirez,Royals (R),sa3008452,670181
Jean Ramirez,Rays (R),sa918738,670181
Jean Selmo,Cardinals (R),sa3002704,672670
Jeans Flores,Angels (R),sa872541,660635
Jeans Garcia,Dodgers (R),sa3006078,678769
Jecksson Flores,Royals (AA),sa597007,600898
Jecorrah Arnold,Red Sox (R),sa3004508,676281
Jeferson Morales,Twins (R),sa3005472,672373
Jeff Ames,- - -,sa503692,571440
Jeff Arnold,- - -,sa549361,594740
Jeff Bohling,Rockies (A-),sa3002762,676731
Jeff Brigham,- - -,sa828882,656257
Jeff Glenn,Mets (AAA),sa501590,571712
Jeff Hendrix,Yankees (AA),sa829803,657225
Jeff Kinley,- - -,sa857590,641754
Jeff Moberg,- - -,sa3002882,676887
Jeff Singer,Phillies (AA),sa919323,666563
Jefferson Encarnacion,Phillies (R),sa3005780,678893
Jefferson Mendoza,White Sox (R),sa3005713,677560
Jeffrey Baez,Cubs (AA),sa597088,600861
Jeffry Parra,Giants (A),sa918541,670399
Jefrey Ramos,Braves (A),sa923039,671191
Jefrey Souffront,Dodgers (R),sa872529,660591
Jeicor Cristian,Brewers (R),sa3006186,678579
Jeikol Contreras,- - -,sa3003333,672788
Jeinser Brete,Cubs (R),sa3003211,672441
Jeison Guzman,- - -,sa914314,665834
Jeison Rijo,Angels (R),sa3003231,672527
Jeison Rodriguez,Mets (R),sa917755,666794
Jeisson Rosario,Padres (A),sa3004146,671271
Jelfry Marte,Rays (R),sa3006886,677591
Jember Gutierrez,Rangers (R),sa3003324,672758
Jenderson Jardines,- - -,sa3006077,678668
Jepherson Garcia,Mariners (R),sa3002867,673946
Jeramiah McCray,Athletics (A-),sa918560,668765
Jerar Encarnacion,Marlins (A-),sa943817,666464
Jeremia Almonte,Rangers (R),sa3006226,681716
Jeremiah Burks,- - -,sa3007004,663347
Jeremiah Jackson,- - -,sa3007740,669236
Jeremiah Vison,Dodgers (R),sa3007091,682228
Jeremias Portorreal,Pirates (R),sa828441,650825
Jeremy Arocho,Dodgers (R),sa3004046,671080
Jeremy Barfield,Red Sox (AAA),sa327073,502140
Jeremy Eierman,Athletics (A-),sa3007005,663369
Jeremy Fernandez,Braves (R),sa880735,664575
Jeremy Jimenez,Tigers (R),sa3005944,681598
Jeremy Martinez,- - -,sa738674,546999
Jeremy Pena,Astros (A-),sa876320,665161
Jeremy Rivera,Red Sox (AA),sa829240,657740
